e,n,
0,0
-0.258486662257792,-0.431056180963721
-0.512964501630899,-0.869961173887892
-0.743080249956243,-1.31607557224411
-0.959401523907895,-1.76867969425084
-1.17250228857086,-2.22959011691514
-1.3770822206081,-2.69015048026312
-1.57819593637208,-3.14802140121652
-1.78017491209835,-3.6081164646185
-1.97640455726627,-4.06804434321841
-2.16428901492301,-4.54349595637384
-2.35487837417918,-5.01748336556816
-2.56706421716565,-5.47757905281778
-2.79627460304485,-5.93035025749974
-3.03556870086517,-6.37514771489858
-3.29033610672867,-6.81726260278585
-3.54517000514794,-7.24790736678222
-3.80555933462921,-7.68946481449938
-4.06386823758776,-8.12058695735831
-4.32839805168789,-8.54666408217612
-4.60241468024423,-8.96930000046626
-4.87684322374266,-9.39489806876763
-5.14583310633223,-9.83125928313799
-5.4074387459695,-10.2685388335026
-5.65731170574213,-10.7016205581105
-5.90247046252756,-11.1492805087112
-6.13652763098539,-11.5932653518623
-6.37082837328506,-12.0407895083294
-6.60285585152309,-12.4906088548929
-6.83647127085402,-12.943213656193
-7.07077611986499,-13.3893460818253
-7.30693662721904,-13.8378196846906
-7.5414001636592,-14.2929576260436
-7.76749083773334,-14.7408567896137
-7.98864386029595,-15.1902751997438
-8.20687296712907,-15.6485862291402
-8.42109042779726,-16.1119090986764
-8.63010084671539,-16.5732488251326
-8.8453015856469,-17.0359158082978
-9.03800363109197,-17.5007377579765
-9.19295789235287,-17.9817320831098
-9.32233837894663,-18.4772455777567
-9.41613440544343,-18.9740484374534
-9.46155986164588,-19.4725877426862
-9.46465089821151,-19.9772160094714
-9.43279838303409,-20.4847485778895
-9.35737014964182,-20.9813081270107
-9.24952770275788,-21.4747998810407
-9.11117522813658,-21.956200582594
-8.95082616027305,-22.4333652578752
-8.77049986480479,-22.9007290938586
-8.57199268584516,-23.3598772845315
-8.35808870109219,-23.8192018439384
-8.11844144965383,-24.2672373617879
-7.85441681404267,-24.6966342495468
-7.57179827309476,-25.1150396734935
-7.26816666630648,-25.5170685834036
-6.93662217073272,-25.9057813257446
-6.60309329138174,-26.290544889458
-6.2695717412784,-26.6714692481828
-5.91246620481853,-27.0349175387474
-5.5356768056092,-27.3700601519228
-5.14994397310257,-27.6919455041764
-4.75453159151171,-28.0029676910888
-4.35207575996975,-28.3075886769199
-3.94711765693597,-28.6081527164748
-3.53947492372301,-28.9033409156418
-3.12679062383181,-29.1877968157548
-2.70477317487071,-29.4619768284822
-2.28171397359544,-29.7309414777873
-1.85244244793423,-29.9985311359951
-1.42908103057794,-30.2744719847543
-1.01165996473154,-30.5589490215903
-0.590112289021684,-30.8354898747694
-0.15870723990403,-31.1030383329405
0.267046365094061,-31.3694124513545
0.686105356210112,-31.6426575491475
1.10381050557477,-31.9174869184353
1.5263901580853,-32.1918074296331
1.95023400901922,-32.4660069824446
